TECH_NAME_BAL_Tumbler,Tumbler,
TECH_NAME_BAL_Grav_Pulsar,Grav Pulsar,
TECH_NAME_BAL_AP_Rounds,AP Rounds,
TECH_NAME_BAL_HEAP_Rounds,HEAP Rounds,
TECH_NAME_BAL_Shield_Breakers,Shield Breakers,
TECH_NAME_BAL_Leech_Rounds,Leech Rounds,
TECH_NAME_BAL_Neutronium_Rounds,Neutronium Rounds,
TECH_NAME_BAL_Bursters,Bursters,
TECH_NAME_BAL_Shredder,Shredder,
TECH_NAME_BAL_Mass_Shotgun,Mass Shotgun,
TECH_NAME_BAL_Flechette_Cannon,Flechette Cannon,
TECH_NAME_BAL_Stormer,Stormer,
TECH_NAME_BAL_Heavy_Stormer,Heavy Stormer,
TECH_NAME_BAL_Siege_Driver,Siege Driver,
TECH_NAME_BAL_Acceleration_Amplification,Acceleration Amplification,
TECH_NAME_BAL_Complex_Ordinance_Launcher,Complex Ordnance Launcher,
TECH_NAME_BAL_Cry_Baby_COL,Cry Baby COL,
TECH_NAME_BAL_Emitter_COL,Emitter COL,
TECH_NAME_BAL_Cracker_COL,Cracker COL,
TECH_NAME_BAL_Tar_Pit_COL,Tar Pit COL,
TECH_NAME_BRD_Combat_Drones,Combat Drones,
TECH_NAME_BRD_Advanced_Drones,Advanced Drones,
TECH_NAME_BRD_EW-Drone,EW-Drone,
TECH_NAME_BRD_Suicide_Drones,Suicide Drones,
TECH_NAME_BRD_Drainers,Drainers,
TECH_NAME_BRD_Autonomous_Drones,Autonomous Drones,
TECH_NAME_BRD_Node_Missile,Node Missile,
TECH_NAME_BRD_Spinal_Mounts,Spinal Mounts,
TECH_NAME_BRD_BattleRiders,BattleRiders,
TECH_NAME_BRD_BattleCruisers,BattleCruisers,
TECH_NAME_BRD_BattleShips,BattleShips,
TECH_NAME_BRD_Drone_Sattelites,Drone Satellites,
TECH_NAME_BRD_Stealthed_Structures,Stealthed Structures,
TECH_NAME_CCC_FTL_Broadband,FTL Broadband,
TECH_NAME_CCC_Advanced_Sensors,Advanced Sensors,
TECH_NAME_CCC_Sub-Space_SpyBeams,Sub-Space SpyBeams,
TECH_NAME_CCC_Node_Tracking:_Human,Node Tracking: Human,
TECH_NAME_CCC_Node_Tracking:_Zuul,Node Tracking: Zuul,
TECH_NAME_CCC_Sub-Space_Jamming,Sub-Space Jamming,
TECH_NAME_CCC_Sensor_Jammer,Sensor Jammer,
TECH_NAME_CCC_Adaptive_Thermals,Adaptive Thermals,
TECH_NAME_CCC_Molecular_Chaff,Molecular Chaff,
TECH_NAME_CCC_Quantum_Chaff,Quantum Chaff,
TECH_NAME_CCC_Scanning_Satellites,Scanning Satellites,
TECH_NAME_CCC_Tunneling_Sensors,Tunneling Sensors,
TECH_NAME_CCC_Deep_Survey_Sensors,Deep Survey Sensors,
TECH_NAME_CCC_Forensic_Scanners,Forensic Scanners,
TECH_NAME_CCC_Combat_Algorithms,Combat Algorithms,
TECH_NAME_CCC_Armada_Command_Systems,Armada Command Systems,
TECH_NAME_CCC_Holo-Tactics,Holographic Tactics,
TECH_NAME_CCC_Flag_Central_Command,Flag Central Command,
TECH_NAME_CCC_Carrier_Command,Carrier Command,
TECH_NAME_CCC_Expert_Systems,Expert Systems,
TECH_NAME_CCC_Pred_Gunnery,Predictive Gunnery,
TECH_NAME_CCC_Adaptive_Tracking,Adaptive Tracking,
TECH_NAME_CCC_Autonomous_Targeting,Autonomous Targeting,
TECH_NAME_CCC_Artificial_Intelligence,Artificial Intelligence,
TECH_NAME_CCC_A.I._Administration,A.I. Administration,
TECH_NAME_CCC_A.I._Fire_Control,A.I. Fire Control,
TECH_NAME_CCC_A.I._Factories,A.I. Factories,
TECH_NAME_CCC_A.I._Virus,A.I. Virus,
TECH_NAME_CCC_A.I._Slaves,A.I. Slaves,
TECH_NAME_CCC_A.I._Autonomy,A.I. Autonomy,
TECH_NAME_CCC_Commerce_Raiding,Commerce Raiding,
TECH_NAME_CCC_Convoy_Systems,Convoy Systems,
TECH_NAME_CCC_Personality_Engrams,Personality Engrams,
TECH_NAME_BIO_Terraforming_Bacteria,Terraforming Bacteria,
TECH_NAME_BIO_Biological_Transfer,Biological Transfer,
TECH_NAME_BIO_Environmental_Tailoring,Environmental Tailoring,
TECH_NAME_BIO_Gravitational_Adaptation,Gravitational Adaptation,
TECH_NAME_BIO_Biosphere_Preservation,Biosphere Preservation,
TECH_NAME_BIO_Anagathics,Anagathics,
TECH_NAME_BIO_Elemental_Nanites,Elemental Nanites,
TECH_NAME_BIO_NanoVirus,NanoVirus,
TECH_NAME_BIO_Plague,Plague,
TECH_NAME_BIO_Plague_Cure,Plague Cure,
TECH_NAME_BIO_Retro-Plague,Retro-Plague,
TECH_NAME_BIO_Retro-Plague_Cure,Retro-Plague Cure,
TECH_NAME_BIO_Beast_Bomb,Beast Bomb,
TECH_NAME_BIO_Beast_Bomb_Cure,Beast Bomb Cure,
TECH_NAME_BIO_Assimilation_Plague,Assimilation Plague,
TECH_NAME_BIO_Assimiliation_Plague_Cure,Assimilation Plague Cure,
TECH_NAME_BIO_Xombie_Plague,Xombie Plague,
TECH_NAME_BIO_Universal_Antigen,Universal Antigen,
TECH_NAME_TRP_Torpedos,Torpedoes,
TECH_NAME_TRP_Fusion_Torpedo,Fusion Torpedo,
TECH_NAME_TRP_Detonating_Fusion_Torpedo,Detonating Fusion Torpedo,
TECH_NAME_TRP_Enveloping_Fusion_Torpedo,Enveloping Fusion Torpedo,
TECH_NAME_TRP_Anti-Matter_Torpedo,Anti-Matter Torpedo,
TECH_NAME_TRP_Detonating_Anti-Matter_Torpedo,Detonating AM Torpedo,
TECH_NAME_TRP_Enveloping_Anti-Matter_Torpedo,Enveloping AM Torpedo,
TECH_NAME_TRP_Photonic_Torpedo,Photonic Torpedo,
TECH_NAME_TRP_Gluonic_Torpedo,Gluonic Torpedo,
TECH_NAME_TRP_Ionic_Torpedo,Ionic Torpedo,
TECH_NAME_TRP_Kelvinic_Torpedo,Kelvinic Torpedo,
TECH_NAME_TRP_Mesonic_Torpedo,Mesonic Torpedo,
TECH_NAME_TRP_Disruptor,Disruptor,
TECH_NAME_TRP_ElectroMagnetic_Pulsar,Electromagnetic Pulsar,
TECH_NAME_TRP_Pulsar_Torpedo,Pulsar Torpedo,
TECH_NAME_TRP_Torpedo_Capacitors,Torpedo Capacitors,
TECH_NAME_ENG_Cruiser_Construction,Cruiser Construction,
TECH_NAME_ENG_Rapid_Prototyping,Rapid Prototyping,
TECH_NAME_ENG_Dreadnought_Construction,Dreadnought Construction,
TECH_NAME_ENG_Advanced_Dreadnought_Engineering,Advanced Dreadnought Engineering,
TECH_NAME_ENG_Turret_Installations,Turret Installations,
TECH_NAME_ENG_Leviathian_Construction,Leviathan Construction,
TECH_NAME_ENG_Deep_Space_Construction,Deep Space Construction,
TECH_NAME_ENG_Deep_Space_Hangars,Deep Space Hangars,
TECH_NAME_ENG_Monitor_Construction,Monitor Construction,
TECH_NAME_ENG_Torpedo_Sattelites,Torpedo Satellites,
TECH_NAME_ENG_Virtual_Engineering,Virtual Engineering,
TECH_NAME_ENG_Auto-Repair_Systems,Auto-Repair Systems,
TECH_NAME_ENG_Advanced_Damage_Control,Advanced Damage Control,
TECH_NAME_ENG_Enhanced_Design,Enhanced Design,
TECH_NAME_ENG_Heavy_Freighters,Heavy Freighters,
TECH_NAME_ENG_Modular_Construction,Modular Construction,
TECH_NAME_ENG_Modular_Sensors,Modular Sensors,
TECH_NAME_ENG_Super-Heavy_Transports,Super-Heavy Transports,
TECH_NAME_ENG_Orbital_Drydocks,Orbital Dry-docks,
TECH_NAME_ENG_Heavy_Platforms,Heavy Platforms,
TECH_NAME_IND_Polysteel,Polysilicate Alloy,
TECH_NAME_IND_Liquid_Polysteel,Liquid Polysteel,
TECH_NAME_IND_MagnoCeramic_Latices,MagnoCeramic Lattices,
TECH_NAME_IND_Quark_Resonators,Quark Resonators,
TECH_NAME_IND_Adamantine_Alloys,Adamantine Alloys,
TECH_NAME_IND_Adaptive_Buttresses,Adaptive Buttresses,
TECH_NAME_IND_Reflective,Reflective Coating,
TECH_NAME_IND_Improved_Reflective,Improved Reflective Coating,
TECH_NAME_IND_Electronic_Hardening,Hardened Electronics,
TECH_NAME_IND_Stealth_Armor,Stealth Armor,
TECH_NAME_IND_Materials_Applications,Materials Applications,
TECH_NAME_IND_Mega-Strip_Mining,Mega-Strip Mining,
TECH_NAME_IND_Atmospheric_Processors,Atmospheric Processors,
TECH_NAME_IND_Arcologies,Arcology Construction,
TECH_NAME_IND_Zero-G_Deconstruction,Zero-G Deconstruction,
TECH_NAME_IND_Tractor_Beams,Tractor Beams,
TECH_NAME_IND_Gravity_Control,Gravity Control,
TECH_NAME_IND_Pressure_Polarization,Pressure Polarization,
TECH_NAME_IND_Vacuum_Preservation,Vacuum Preservation,
TECH_NAME_IND_Quantum_Disassociation,Quantum Disassociation,
TECH_NAME_IND_Advanced_Nanites,Advanced Nanites,
TECH_NAME_IND_Smart_Nanites,Smart Nanites,
TECH_NAME_IND_Counter_Nanites,Counter Nanites,
TECH_NAME_IND_Hardened_Structures,Hardened Structures,
TECH_NAME_POL_FTL_Administration,FTL Administration,
TECH_NAME_POL_FTL_Economics,FTL Economics,
TECH_NAME_POL_Enhanced_Jurisdiction,Enhanced Jurisdiction,
TECH_NAME_POL_Super_Worlds,Super Worlds,
TECH_NAME_POL_Cosmic_Bureaucracies,Cosmic Bureaucracies,
TECH_NAME_POL_Tribute_Systems,Tribute Systems,
TECH_NAME_POL_Slave_Husbandry,Slave Husbandry,
TECH_NAME_POL_Slave_Functionaries,Slave Functionaries,
TECH_NAME_POL_Xeno-Colloquy,Xeno-Colloquy,
TECH_NAME_POL_Protectorate,Protectorate,
TECH_NAME_POL_Incorporate,Incorporate,
TECH_NAME_POL_Trade_Enclaves,Trade Enclaves,
TECH_NAME_POL_Occupy,Occupy,
TECH_NAME_POL_Accomodate,Accommodate,
TECH_NAME_POL_Proliferate,Proliferate,
TECH_NAME_POL_Annex,Annex,
TECH_NAME_POL_Eclipse,Eclipse,
TECH_NAME_POL_OmbudSapiens,OmbudSapiens,
TECH_NAME_POL_Xeno-Analysis,Xeno-Analysis,
TECH_NAME_POL_Comparitive_Analysis,Comparative Analysis,
TECH_NAME_POL_Security_Syndication,Security Syndication,
TECH_NAME_POL_Paramilitary_Training,Paramilitary Training,
TECH_NAME_POL_Disinformation_Nets,Disinformation Nets,
TECH_NAME_DRV_Node_Focusing,Node Focusing,
TECH_NAME_DRV_Node_Pathing,Node Pathing,
TECH_NAME_DRV_Node_Maw,Node Maw,
TECH_NAME_DRV_Micronode_Drive,MicroNode Drive,
TECH_NAME_DRV_Specter_Camouflage,Spectre Camouflage,
TECH_NAME_DRV_Hyperfields,Hyperfields,
TECH_NAME_DRV_Warp,Warp,
TECH_NAME_DRV_Warp_Veil,Warp Veil,
TECH_NAME_DRV_Warp_Extension,Warp Extension,
TECH_NAME_DRV_Warp_Pulse,Warp Pulse,
TECH_NAME_DRV_Rend_Drive,Rend Drive,
TECH_NAME_DRV_Radiant_Drive,Radiant Drive,
TECH_NAME_DRV_Star_Tear,Star Tear,
TECH_NAME_DRV_Void_Carver,Void Carver,
TECH_NAME_DRV_Void_Mastery,Void Mastery,
TECH_NAME_DRV_Grav_Blades,Grav Blades,
TECH_NAME_DRV_Grav_Synergy,Grav Synergy,
TECH_NAME_DRV_Grav_Cannon,Grav Cannon,
TECH_NAME_DRV_Stutter_Warp,Stutter Warp,
TECH_NAME_DRV_Flicker_Warp,Flicker Warp,
TECH_NAME_DRV_Micro-Flicker_Drive,Micro-Flicker Drive,
TECH_NAME_DRV_Curvature_Compensator,Curvature Compensator,
TECH_NAME_DRV_Phase_Dislocation,Phase Dislocation,
TECH_NAME_DRV_Amplified_Gates,Amplified Gates,
TECH_NAME_DRV_Gate_Stations,Gate Stations,
TECH_NAME_DRV_Casting,Casting,
TECH_NAME_DRV_Far_Casting,Far Casting,
TECH_NAME_DRV_Gate_Surge,Gate Surge,
TECH_DESC_EWP_X-Ray_Lasers,The process of lasing the X-Ray portion of the EM spectrum in order to produce the most powerful homogenous laser bolts possible.,
TECH_DESC_EWP_UV_Laser,The process of lasing the UV portion of the EM spectrum in order to produce a more powerful laser weapon.,
TECH_DESC_EWP_Phasers,A highly efficient beam weapon using phased laser light and particle discharge to maximize damage and accuracy. The optimized design allows it to be fitted into medium turrets.,
TECH_DESC_EWP_Plasma_Cannon,A small packet of high-energy plasma fired from a standard medium turret mount.,
TECH_DESC_EWP_Heavy_Plasma_Cannon,"A triple-barrel rapid-fire version of the standard plasma energy cannon. The extra-long barrel gives the weapon a much more cohesive plasma sphere, which translates into greater range and higher accuracy when mounted in large turrets.",
TECH_DESC_EWP_Heavy_Fusion_Cannon,"A triple-barrel rapid-fire version of the standard Fusion energy cannon. The extra-long barrel gives the weapon a much more cohesive plasma sphere, which translates into greater range and higher accuracy when mounted in large turrets.",
TECH_DESC_EWP_Fusion_Cannons,"An improvement of the basic plasma cannon weapon platform that allows the plasma to reach critical Fusion temperatures before impact, resulting in greater damage.",
TECH_DESC_EWP_Plasma_Projector,This weapon uses a massive array of plasma generating nodes to project a storm of high-energy blasts towards a target.,
TECH_DESC_EWP_Fusion_Projector,This weapon uses a massive array of Fusion generating nodes to project a storm of high-energy blasts towards a target.,
TECH_DESC_EWP_Anti-Matter_Projector,This weapon uses a massive array of Antimatter generating nodes to project a storm of devastating high-energy blasts towards a target.,
TECH_DESC_NRG_Meson_Projector,"This advanced projector technology focuses a wide beam that disrupts all pi mesons in the target area. If the disruption is allowed to complete its cycle it results in a massive disintegration of matter at the target point, accompanied by the expected devastating release of energy associated with such an event. Should the projector lose its target lock or be interrupted before the cycle is complete, no damage is done to the target.",
TECH_DESC_EWP_Anti-Matter_Cannon,The most powerful of the standard cannon weapon platform. These cannons fire a small ball of positronic plasma at targets for devastating effect.,
TECH_DESC_EWP_Heavy_Anti-Matter_Cannon,"A triple-barrel, rapid-fire version of the Antimatter energy cannon. The extra-long barrel gives the weapon a much more cohesive plasma sphere, which translated into greater range and higher accuracy when mounted in large turrets.",
TECH_DESC_EWP_Polarized_Plasmatics,"This focusing technology allows for the creation of weaponized plasma forms, which are polarized to 'spin' along a horizontal axis. The result plasma focuses its thermal release along a very narrow plane upon contact with the target and achieves a 'slicing' effect that defeats ship armor. This small-barrelled weapon has been nicknamed the 'War Quoit' by human ship crews.",
TECH_DESC_EWP_Chakkar,"The Chakkar cannon is the practical application of polarized plasmatics, a unique area of energy research. The weapon has a long range and heavy hitting power while still retaining the ability to cut through armor plating as if it were not there.",
TECH_DESC_EWP_Chakkram,The up-scaled polarized plasmatic weapon for use at Antimatter power levels in large-bore weapons is known as the Chakram.,
TECH_DESC_EWP_UV_Beamer,A sustained low energy laser beam for small turret mounts.,
TECH_DESC_EWP_X-Ray_Beamer,A sustained high energy laser beam for small turret mounts.,
TECH_DESC_EWP_Variable_Laser,"This high-energy laser can operate both in beam mode for sustained short ranged damage, and pulse mode for long range point defense.",
TECH_DESC_EWP_Variable_Phaser,"This adaptive version of the powerful Phaser weapon can operate both in beam mode for sustained short ranged damage, and pulse mode for very long range point defense fire vs. BattleRiders.",
